name,mass_mj,radius_rj,period_days,semi_major_axis_au,temp_k,discovery_method,disc_year,distance_ly,star_mass_solar,star_temp_k,remarks,mass_earth,radius_earth,habitability_score,habitability_label
HD 38677 e,,,11.829851,0.117,1314,radial vel.,,1361.5,0.97,5600,DMPP-1[3] Found by Dispersed Matter Planet Project looking for hot ablating planets.,282.842,2.32047,36.45812,0
HD 11231 b,0.426+0.038−0.052,,11.829851,0.117,1000,radial vel.,,1361.5,0.97,5600,DMPP-2[3] Found by Dispersed Matter Planet Project looking for hot ablating planets.,282.842,2.32047,36.45812,0
HD 42936 Ab,2.58+0.35−0.58,,11.829851,0.117,854,radial vel.,,1361.5,0.97,5600,DMPP-3[3] Found by Dispersed Matter Planet Project looking for hot ablating planets.,282.842,2.32047,36.45812,0
EPIC 249893012 b [ja],0.02753±0.00343,0.174±0.008,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[5],282.842,2.32047,36.45812,0
EPIC 249893012 c [ja],0.04616±0.00595,0.3274+0.0152−0.0125,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[5],282.842,2.32047,36.45812,0
EPIC 249893012 d [ja],0.03203+0.00774−0.00761,0.3515±0.0116,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[5][6],282.842,2.32047,36.45812,0
Gliese 180 d,7.56±1.07,,11.829851,0.117,1093.7,radial vel.,,1361.5,0.43,3371,[7],282.842,2.32047,25.65812,0
Gliese 229 Ac,0.025,,11.829851,0.117,1093.7,radial vel.,,1361.5,0.58,3564,[8][9],7.945,2.32047,34.76812,0
Gliese 251 b,>0.013,,14.238,0.0818,351,radial vel.,,1361.5,0.97,5600,"False positive in 2019, rediscovered in 2020[10][11]",282.842,2.32047,51.37912,1
Gliese 433 d,0.019,,11.829851,0.117,1093.7,radial vel.,,1361.5,0.48,3600,[12][13],6.0382,2.32047,36.58172,0
Gliese 1061 b,0.00431+0.00050−0.00047,,11.829851,0.117,1093.7,radial vel.,,1361.5,0.97,5600,[14],282.842,2.32047,36.45812,0
Gliese 1061 c,0.00547±0.00072,,11.829851,0.117,1093.7,radial vel.,,1361.5,0.97,5600,[15],282.842,2.32047,36.45812,0
Gliese 1061 d,0.00516+0.00076−0.00072,,11.829851,0.117,1093.7,radial vel.,,1361.5,0.97,5600,[16],282.842,2.32047,36.45812,0
Gliese 1252 b,0.0042±0.0009,0.105±0.007,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[17] No atmosphere[18],282.842,2.32047,36.45812,0
Gliese 3082 b [ja],0.02759+0.011−0.01334,,11.829851,0.117,1093.7,radial vel.,,54.2,0.47,5600,[19],282.842,2.32047,26.45812,0
HATS-47b,0.369,1.117,3.9228,0.117,852.9,transit,,1361.5,0.674,5600,[20],117.2682,12.52157,15.82,0
HATS-48Ab,0.243,0.8,3.1317,0.117,954.6,transit,,865,0.7279,5600,[20][21],77.2254,8.968,16.898,0
HATS-49b,0.353,0.765,4.148,0.117,834.8,transit,,1361.5,0.7133,5600,[20],112.1834,8.57565,16.606,0
HATS-72b,0.1254,0.7224,7.3279,0.117,739.3,transit,,1361.5,0.7311,5600,[20],39.85212,8.098104,16.962,0
HD 80653 b,0.0176±0.0014,0.1439±0.0063,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[22],282.842,2.32047,36.45812,0
HIP 65 Ab [ja],3.213±0.078,2.03+0.61−0.49,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,an ultra-short-period Jupiter orbiting a bright (V=11.1 mag) K4-dwarf.[23][24][25][26],282.842,2.32047,36.45812,0
KELT-2019-BLG-1953 b,0.59+0.71−0.32,,11.829851,0.117,1093.7,microlensing,,1361.5,0.97,5600,[27][28],282.842,2.32047,36.45812,0
KELT-2019-BLG-1953 c,0.28+0.35−0.15,,11.829851,0.117,1093.7,microlensing,,1361.5,0.97,5600,[29][28],282.842,2.32047,36.45812,0
Kepler-1661(AB) b,0.053±0.038,0.345±0.005,11.829851,0.117,243,transit,,1361.5,0.97,5600,[30][31],282.842,2.32047,53.33312,1
L 168-9b [ja],0.0145±0.00176,0.124±0.008,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[32],282.842,2.32047,36.45812,0
OGLE-2018-BLG-0677Lb [ja],0.0125+0.0185−0.0084,,11.829851,0.117,1093.7,microlensing,,1361.5,0.97,5600,Milky way bulge[33],282.842,2.32047,36.45812,0
TOI-132 b,0.07048+0.00598−0.00604,0.305±0.012,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[34],282.842,2.32047,36.45812,0
TOI-257b [ja],0.134±0.023,0.626±0.013,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also called HD 19916.[35][36][37],282.842,2.32047,36.45812,0
TOI-700 b,0.00406+0.003−0.00116,0.0901+0.00839−0.00776,11.829851,0.117,1093.7,transit,,101.5,0.97,5600,[38],282.842,2.32047,36.45812,0
TOI-700 c,0.0249+0.0085−0.0057,0.2346+0.0214−0.0205,11.829851,0.117,1093.7,transit,,101.5,0.97,5600,[38],282.842,2.32047,36.45812,0
TOI-700 d,0.00711+0.0022−0.00164,0.1062±0.0098,11.829851,0.117,1093.7,transit,,101.5,0.97,5600,"First ""Earth sized"" discovered by TESS[38][39]",282.842,2.32047,36.45812,0
TOI-732 b,0.098,0.119,0.7683881,0.012,892,transit,,72,0.379,3360,Orbiting primary star of binary LDS 3977[40][41],31.1444,1.33399,26.48404,0
TOI-732 c,0.027,0.205,12.25,0.07673,323,transit,,72,0.379,3360,Orbiting primary star of binary LDS 3977[40][41],8.5806,2.29805,46.33064444,0
TOI-813 b,,0.599±0.034,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[42],282.842,2.32047,36.45812,0
TOI-1338 b,0.10382±0.0622,0.61±0.0169,95.2,0.4607,724,transit,,1301,0.97,5600,First circumbinary planet discovered by TESS[43],282.842,2.32047,43.33212,0
HD 191939 b,,0.301,8.880411,0.089,1093.7,transit,,175,0.92,5400,Host star also known as TOI-1339[44],282.842,3.37421,30.68316,0
HD 191939 c,,0.287,28.5806,0.178,1093.7,transit,,175,0.92,5400,Host star also known as TOI-1339[44],282.842,3.21727,33.09092,0
HD 191939 d,,0.282,38.3561,0.216,1093.7,transit,,175,0.92,5400,Host star also known as TOI-1339[44],282.842,3.16122,34.07512,0
USco1621 b,16,,11.829851,2880,2270,imaging,,450,0.36,3460,[45],5084.8,2.32047,21.91812,0
USco1556 b,15,,11.829851,3500,2240,imaging,,459,0.33,3410,[45],4767,2.32047,21.31812,0
XO-7b,0.709,1.373,2.8641424,0.04421,1743,transit,,763,1.405,6250,[46],225.3202,15.39133,12.7842,0
LHS 1815 b [ja],0.0132±0.0047,0.0971±0.005,11.829851,0.117,1093.7,transit,,97,0.502,5600,[47][48],282.842,2.32047,27.09812,0
TOI-157 b [ja],1.18±0.13,1.29±0.02,11.829851,0.117,1093.7,transit,,1171,0.97,5600,[23],282.842,2.32047,36.45812,0
TOI 169 b [ja],0.791+0.064−0.06,1.086+0.081−0.048,11.829851,0.117,1093.7,transit,,1345,0.97,5600,[23],282.842,2.32047,36.45812,0
TOI-849 b,0.128±0.008,0.308+0.014−0.011,11.829851,0.117,1800,transit,,735,0.97,5600,Neptunian Desert planet[49],282.842,2.32047,36.45812,0
HD 95338 b,0.124+0.019−0.013,0.355+0.008−0.007,11.829851,0.117,1093.7,transit,,120,0.97,5600,[50],282.842,2.32047,36.45812,0
HD 332231 b,0.251±0.017,0.867+0.027−0.025,11.829851,0.117,1093.7,transit,,262,0.97,5600,TOI 1456[51][52],282.842,2.32047,36.45812,0
TOI-1130 b,,0.3256±0.009,11.829851,0.117,1093.7,transit,,190,0.97,5600,[53][54],282.842,2.32047,36.45812,0
TOI-1130 c,0.974+0.043−0.044,1.5+0.27−0.22,11.829851,0.117,1093.7,transit,,190,0.97,5600,[53][55],282.842,2.32047,36.45812,0
HD 79211 b,0.0334±0.004,,11.829851,0.117,345,radial vel.,,1361.5,0.97,5600,Orbiting primary star of binary ADS 7251[56][57],282.842,2.32047,52.49978667,1
WASP-150 b,8.46+0.28−0.2,1.07+0.024−0.025,11.829851,0.117,1093.7,transit,,2422,0.97,5600,[58],282.842,2.32047,36.45812,0
WASP-176 b,0.855+0.072−0.069,1.505+0.05−0.045,11.829851,0.117,1093.7,transit,,1883,0.97,5600,[58],282.842,2.32047,36.45812,0
TOI-1235 b,0.0217±0.00025,0.155±0.007,11.829851,0.117,1093.7,transit,,129,0.97,5600,one more suspected planet in system[59],282.842,2.32047,36.45812,0
OGLE-2017-BLG-0406 b,0.41±0.05,,11.829851,0.117,1093.7,microlensing,,1361.5,0.97,4848,High fidelity microlensing event[60],282.842,2.32047,36.45812,0
TOI-421 b,0.051+0.004−0.003,0.461±0.012,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,Also in system a red dwarf star at 2200 a.u. separation[61],282.842,2.32047,36.45812,0
TOI-421 c,0.0222±0.0022,0.243±0.017,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,Also in system a red dwarf star at 2200 a.u. separation[61],282.842,2.32047,36.45812,0
HD108236 b,,0.1415±0.0087,11.829851,0.117,1093.7,transit,,211,0.97,5600,[62],282.842,2.32047,36.45812,0
HD108236 c,,0.1845+0.0089−0.0081,11.829851,0.117,1093.7,transit,,211,0.97,5600,[62],282.842,2.32047,36.45812,0
HD108236 d,,0.2423±0.0097,11.829851,0.117,1093.7,transit,,211,0.97,5600,[62],282.842,2.32047,36.45812,0
HD108236 e,,0.279+0.012−0.011,11.829851,0.117,1093.7,transit,,211,0.97,5600,[62],282.842,2.32047,36.45812,0
WASP-148 b,0.291±0.025,0.722±0.055,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[63][64],282.842,2.32047,36.45812,0
WASP-148 c,0.397+0.203−0.044,,11.829851,0.117,1093.7,radial vel.,,1361.5,0.97,5600,[63][64],282.842,2.32047,36.45812,0
NGTS-11 b,0.37±0.14,0.823±0.035,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[65],282.842,2.32047,36.45812,0
HIP 67522 b [ja],0.25,0.894+0.048−0.047,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,One more candidate planet around very young (age below 20 million years) star[66],79.45,2.32047,36.45812,0
HD 63433 b [ru],0.017,±0.009,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[67],5.4026,2.32047,47.65292,0
HD 63433 c [ru],0.0489,0.238±0.01,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[67][68][69],15.54042,2.32047,36.45812,0
HD 164922 d,0.013±0.003,,11.829851,0.117,1093.7,radial vel.,,1361.5,0.97,5600,[70],282.842,2.32047,36.45812,0
OGLE-2006-BLG-284 b,0.45+0.14−0.40,,11.829851,0.117,1093.7,microlensing,,1361.5,0.97,5600,"Binary host with 2.1 astronomical unit separation and uncertain, possibly unstable, planetary orbit.[71]",282.842,2.32047,36.45812,0
Wendelstein-1b,0.59+0.17−0.13,1.0314+0.00204−0.021,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[72],282.842,2.32047,36.45812,0
Wendelstein-2b,0.731+0.541−0.311,1.1592±0.0061,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,Extended gaseous envelope[72],282.842,2.32047,36.45812,0
Kepler-160d,,0.170+0.015−0.012,11.829851,0.117,1093.7,transit,,1361.5,0.88,5600,Next expected transit in September 2020.[73],282.842,2.32047,34.65812,0
K2-315b,,0.085±0.005,11.829851,0.0234,1093.7,transit,,1361.5,0.97,5600,"Also called the ""Pi Earth"" due its orbital period, or EPIC 249631677b[74]",282.842,2.32047,34.58612,0
TOI-1266 b [ja],,0.2193+0.074−0.066,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[75],282.842,2.32047,36.45812,0
TOI-1266 c [ja],,0.1492+0.077−0.095,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[75] Possibly atmosphere of steam[76],282.842,2.32047,36.45812,0
AU Microscopii b,0.18,0.375,11.829851,0.066,1093.7,transit,,1361.5,0.31,5600,[77][78][79],57.204,4.20375,14.705,0
TOI-1728 b [ja],0.084+0.017−0.016,0.450±0.014,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[80],282.842,2.32047,36.45812,0
BD-11 4672 c,0.048±0.009,,11.829851,0.117,1093.7,radial vel.,,1361.5,0.97,5600,"Habitable zone, highly eccentric orbit.[81]",282.842,2.32047,36.45812,0
OGLE-2018-BLG-1269Lb,0.69+0.44−0.22,,4383,0.117,1093.7,microlensing,,1361.5,0.97,5600,Very high fidelity event[82],282.842,2.32047,36.45812,0
Lacaille 9352 b,0.0132±0.0019,,11.829851,0.117,468,radial vel.,,1361.5,0.97,5600,[83],282.842,2.32047,43.95812,0
Lacaille 9352 c,0.0234±0.0038,,11.829851,0.117,352,radial vel.,,1361.5,0.97,5600,[83],282.842,2.32047,52.01367556,1
HAT-P-58b,0.372±0.03,1.332±0.043,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[84],282.842,2.32047,36.45812,0
HAT-P-59b,1.540±0.067,1.123±0.013,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[84],282.842,2.32047,36.45812,0
HAT-P-60b,0.574±0.038,1.631±0.024,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[84],282.842,2.32047,36.45812,0
HAT-P-61b,1.057±0.07,0.899±0.027,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[84],282.842,2.32047,36.45812,0
HAT-P-62b,0.761±0.088,1.073±0.029,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[84],282.842,2.32047,36.45812,0
HAT-P-63b,0.614±0.024,1.119±0.033,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[84],282.842,2.32047,36.45812,0
HAT-P-64b,0.58+0.18−0.13,1.703±0.07,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[84],282.842,2.32047,36.45812,0
TOI-1899 b,0.67±0.04,0.99±0.03,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[85][86],282.842,2.32047,36.45812,0
HATS-37A b,0.099±0.042,0.606±0.016,4.3315,0.117,1093.7,transit,,695,0.97,5600,One more red dwarf in system[87],282.842,2.32047,36.45812,0
HATS-38 b,0.074±0.011,0.614±0.0176,4.375,0.117,1093.7,transit,,1131,0.97,5600,[87],282.842,2.32047,36.45812,0
TYC 8998-760-1 c,6±1,1.1+0.6−0.3,11.829851,320,1093.7,imaging,,1361.5,0.97,4783,[88],282.842,2.32047,34.11812,0
HD 86226 c,0.023±0.004,0.193±0.007,11.829851,0.117,1093.7,transit,,149,0.97,5600,[89],282.842,2.32047,36.45812,0
Gliese 2056 b,0.444±0.053,,11.829851,0.117,1093.7,radial vel.,,92.8,0.97,5600,habitable zone[90],282.842,2.32047,36.45812,0
Gliese 480 b,0.042±0.005,,11.829851,0.117,1093.7,radial vel.,,46.4,0.97,5600,[90],282.842,2.32047,36.45812,0
Gliese 687 c,0.050±0.013,,11.829851,0.117,1093.7,radial vel.,,14.83,0.97,5600,Second Neptune sized planet discovered in this system[90],282.842,2.32047,36.45812,0
HIP 107772 b [ja],0.049+0.014−0.030,,11.829851,0.117,1093.7,radial vel.,,77.1,0.97,5600,habitable zone[90],282.842,2.32047,36.45812,0
HIP 38594 b [ja],0.026+0.012−0.014,,11.829851,0.117,1093.7,radial vel.,,58,0.97,5600,habitable zone[90],282.842,2.32047,36.45812,0
HIP 38594 c,0.135+0.077−0.035,,11.829851,0.117,1093.7,radial vel.,,58,0.97,5600,[90],282.842,2.32047,36.45812,0
HIP 4845 b,0.053+0.016−0.028,,11.829851,0.117,1093.7,radial vel.,,68.8,0.97,5600,[90],282.842,2.32047,36.45812,0
HIP 48714 b,0.071+0.023−0.020,,11.829851,0.117,1093.7,radial vel.,,34.3,0.97,5600,[90],282.842,2.32047,36.45812,0
TOI 824 b,0.058±0.006,0.261+0.018−0.017,11.829851,0.117,1093.7,transit,,208,0.97,5600,"Neptunian Desert planet,[91] likely stripped of hydrogen envelope[92]",282.842,2.32047,36.45812,0
Proxima Centauri c,0.0179±0.006,,11.829851,0.117,1093.7,radial vel.,,1361.5,0.97,5600,[93][94] Second planet discovered orbiting nearest star to the Solar System,282.842,2.32047,36.45812,0
TOI-763 b,0.031±0.002,0.203±0.010,11.829851,0.117,1093.7,transit,,311,0.97,5600,[95],282.842,2.32047,36.45812,0
TOI-763 c,0.029±0.003,0.235±0.011,11.829851,0.117,1093.7,transit,,311,0.97,5600,[95],282.842,2.32047,36.45812,0
TOI-763 d,0.030±0.005,,11.829851,0.117,1093.7,radial vel.,,311,0.97,5600,[95],282.842,2.32047,36.45812,0
TOI-561 b,0.0050±0.0011,0.127±0.006,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[96][97],282.842,2.32047,36.45812,0
TOI-561 c,0.017±0.003,0.257±0.009,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[96][97],282.842,2.32047,36.45812,0
TOI-561 d,0.038±0.004,0.226±0.011,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[96][97],282.842,2.32047,36.45812,0
TOI-561 e,0.050±0.007,0.238±0.010,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[96],282.842,2.32047,36.45812,0
TOI-1266 b,0.042+0.035−0.028,0.212+0.014−0.011,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[98],282.842,2.32047,36.45812,0
TOI-1266 c,0.007+0.006−0.005,0.139+0.013−0.012,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[98],282.842,2.32047,36.45812,0
Gl 414 A b,0.029+0.010−0.008,0.263+0.099−0.081,11.829851,0.117,1093.7,radial vel.,,38.8,0.97,5600,Planets orbiting primary star of binary system[99],282.842,2.32047,36.45812,0
Gl 414 A c,0.177+0.033−0.031,0.784+0.360−0.238,11.829851,0.117,1093.7,radial vel.,,38.8,0.97,5600,Planets orbiting primary star of binary system[99],282.842,2.32047,36.45812,0
TOI 837 b,<1.2,0.768+0.091−0.072,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,Belongs to open cluster IC 2602[100],282.842,2.32047,36.45812,0
TOI-776 b,0.0147±0.0031,0.163±0.010,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[101],282.842,2.32047,36.45812,0
TOI-776 c,0.0192±0.0047,0.184±0.012,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[101],282.842,2.32047,36.45812,0
MOA-2009-BLG-319Lb,0.2077±0.0255,,11.829851,0.117,1093.7,microlensing,,1361.5,0.97,5600,[102],282.842,2.32047,36.45812,0
TOI-481 b,1.53±0.03,0.99±0.01,11.829851,0.117,1093.7,transit,,587,0.97,5600,[103],282.842,2.32047,36.45812,0
TOI-892 b,0.95±0.07,1.07±0.02,11.829851,0.117,1093.7,transit,,1120,0.97,5600,[103],282.842,2.32047,36.45812,0
GJ 3473 b,0.0059±0.0009,0.113±0.004,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,Also called TOI-488 b[104],282.842,2.32047,36.45812,0
GJ 3473 c,0.0233+0.0029−0.0027,,11.829851,0.117,1093.7,radial vel.,,1361.5,0.97,5600,Also called TOI-488 c[104],282.842,2.32047,36.45812,0
NGTS-12b,0.208±0.022,1.048±0.032,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[105],282.842,2.32047,36.45812,0
OGLE-2016-BLG-1928,0.001,,11.829851,0.117,1093.7,microlensing,,30000,0.97,5600,Rogue planet[106],0.3178,2.32047,55.09372,1
LTT 9779 b,0.092±0.003,0.421±0.021,11.829851,0.117,2000,transit,,1361.5,0.97,5600,Neptune desert planet[107],282.842,2.32047,36.45812,0
TOI 540 b [ja],,0.081±0.005,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[108],282.842,2.32047,36.45812,0
HD 238090 b,0.0217+0.0029−0.0030,,11.829851,0.117,1093.7,radial vel.,,1361.5,0.97,5600,Orbiting primary star in binary system Gliese 458[11],282.842,2.32047,36.45812,0
TIC 237913194b,1.942+0.092−0.091,1.117+0.054−0.047,11.829851,0.117,974,transit,,1361.5,0.97,5600,Very eccentric orbit[109],282.842,2.32047,36.45812,0
EPIC 201170410 b,,0.09341,6.7987,0.0349,1093.7,transit,,1361.5,0.97,5600,[110],282.842,1.0471261,39.9094956,0
EPIC 201757695 b,,0.08101,2.0478,0.0296,1093.7,transit,,1361.5,0.97,5600,[110],282.842,0.9081221,39.6244884,0
OGLE-2018-BLG-0799Lb,0.22+0.19−0.06,,11.829851,0.117,1093.7,microlensing,,16000,0.97,5600,[111],282.842,2.32047,36.45812,0
TOI-954 b,0.174+0.018−0.017,0.852+0.053−0.062,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[112],282.842,2.32047,36.45812,0
EPIC 246193072 b,0.260+0.020−0.022,0.774+0.026−0.024,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[112],282.842,2.32047,36.45812,0
WASP-186 b,4.22±0.18,1.11±0.03,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,Also called TOI-1494[113],282.842,2.32047,36.45812,0
WASP-187 b,0.80±0.09,1.64±0.05,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,Also called TOI-1493[113],282.842,2.32047,36.45812,0
TOI 122b,0.028+0.029−0.010,0.243±0.016,11.829851,0.117,471,transit,,1361.5,0.97,5600,[114],282.842,2.32047,43.74978667,0
TOI 237b,0.009+0.006−0.003,0.128±0.011,11.829851,0.117,388,transit,,1361.5,0.97,5600,[114],282.842,2.32047,49.51367556,0
HAT-P-68b,0.724±0.043,1.072±0.012,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[115],282.842,2.32047,36.45812,0
LP 714-47 b,0.097±0.005,0.420±0.027,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,"Host star also known as G 160-62 or TOI 442, planet in Neptune desert[116]",282.842,2.32047,36.45812,0
CFHTWIR-Oph 98 B,7.8+0.7−0.8,1.86±0.04,11.829851,200,1093.7,imaging,,1361.5,0.015,5600,Very young superjovian planet orbiting a brown dwarf known as 2MASS J16274422-2358521[117],282.842,2.32047,15.01812,0
HD 190007 b,0.052±0.005,,11.72,0.117,1093.7,radial vel.,,1361.5,0.97,5600,[118],282.842,2.32047,36.45812,0
HD 216520 b,0.032±0.003,,35.45,0.117,1093.7,radial vel.,,1361.5,0.97,5600,[118],282.842,2.32047,36.45812,0
HD 216520 c,0.030±0.005,,154.43,0.117,1093.7,radial vel.,,1361.5,0.97,5600,[118],282.842,2.32047,36.45812,0
TOI-519 b,<14,0.75±0.21,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,Very faint 17-magnitude host star[119],282.842,2.32047,36.45812,0
TOI-260 b,0.009+0.013−0.009,0.157±0.027,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also called HIP 1532 and BD-10 47[120],282.842,2.32047,36.45812,0
TOI-784 b,0.031±0.004,0.171±0.015,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also called HD 307842[120],282.842,2.32047,36.45812,0
TOI-836 b,0.0143±0.0028,0.152±0.006,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also called HIP 73427 and CD-23 12010[120][121],282.842,2.32047,36.45812,0
TOI-836 c,0.0302±0.0082,0.231±0.008,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also called HIP 73427 and CD-23 12010[120][121],282.842,2.32047,36.45812,0
EPIC 201085153 b,,0.214±0.089,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,Extremely tight orbit[122],282.842,2.32047,36.45812,0
EPIC 201085153 c,,0.125+0.179−0.125,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[122],282.842,2.32047,36.45812,0
EPIC 201427007 b,,0.134±0.018,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[122],282.842,2.32047,36.45812,0
EPIC 201595106 b,,0.116±0.009,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,Candidate since 2018[122],282.842,2.32047,36.45812,0
EPIC 201650711 c,,0.036±0.007,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,"Ternary star system, and planet b unconfirmed[122]",282.842,2.32047,36.45812,0
EPIC 205152172 b,,0.107±0.018,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,Candidate since 2016[122],282.842,2.32047,36.45812,0
K2-299c,,0.223±0.080,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,Also known as EPIC 206024342 p2[122],282.842,2.32047,36.45812,0
K2-299d,,0.152±0.054,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,Also known as EPIC 206024342 p3[122],282.842,2.32047,36.45812,0
K2-301c,,0.152±0.018,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,Also known as EPIC 206042996 p2[122],282.842,2.32047,36.45812,0
TOI-251b,,0.245±0.016,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[123],282.842,2.32047,36.45812,0
TOI-942b,,0.429±0.018,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[123][124] Host star TYC 5909-319-1,282.842,2.32047,36.45812,0
TOI-942c,,0.517+0.017−0.016,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[123][124] Host star TYC 5909-319-1,282.842,2.32047,36.45812,0
K2-302c,,0.089±0.009,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,Also known as EPIC 206215704 p2[122],282.842,2.32047,36.45812,0
K2-302d,,0.098±0.009,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,Also known as EPIC 206215704 p3[122],282.842,2.32047,36.45812,0
EPIC 206298289 b,,0.078±0.009,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,Candidate since 2016[122],282.842,2.32047,36.45812,0
K2-85 b,,0.107±0.009,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,Also known as EPIC 210707130 p1[122],282.842,2.32047,36.45812,0
EPIC 210801536 b,,0.088±0.027,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,"Candidate since 2019, one more planet candidate in system[122]",282.842,2.32047,36.45812,0
EPIC 212624936 b,,0.517+0.098−0.027,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[122] Host star TYC 5557-667-1,282.842,2.32047,36.45812,0
EPIC 212624936 c,,0.214+0.098−0.057,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[122] Host star TYC 5557-667-1,282.842,2.32047,36.45812,0
K2-211c,,0.116±0.018,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[122],282.842,2.32047,36.45812,0
EPIC 220440058 b,,0.125±0.036,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,One more planet candidate in system[122],282.842,2.32047,36.45812,0
EPIC 220492298 b,,0.085±0.018,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[122],282.842,2.32047,36.45812,0
K2-282d,,0.232±0.027,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[122],282.842,2.32047,36.45812,0
EPIC 228836835 b,,0.089±0.027,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[122],282.842,2.32047,36.45812,0
K2-106c,,0.188±0.018,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,Candidate since 2017[122],282.842,2.32047,36.45812,0
Kepler-1514c,,0.1049+0.0051−0.0039,11.829851,0.117,1093.7,transit,,1240,0.97,5600,[125],282.842,2.32047,36.45812,0
OGLE-2017-BLG-1049Lb,5.53+3.62−2.87,,11.829851,0.117,1093.7,microlensing,,1361.5,0.97,5600,[126],282.842,2.32047,36.45812,0
AU Microscopii c,<0.087,0.320±0.014,11.829851,0.117,1093.7,transit,,31.7,0.97,5600,[127] Precise radial velocities of giant stars,282.842,2.32047,36.45812,0
